,KEY_CODE,CITY_NAME,AZA_CODE,AZA_NAME,総数（Ａ～Ｓ全産業）,Ａ～Ｒ全産業（Ｓ公務を除く）,Ａ～Ｂ農林漁業,Ｃ～Ｓ非農林漁業,Ｃ～Ｒ非農林漁業（Ｓ公務を除く）,Ｃ鉱業、採石業、砂利採取業,Ｄ建設業,Ｅ製造業,Ｆ電気・ガス・熱供給・水道業,Ｇ情報通信業,Ｈ運輸業、郵便業,Ｉ卸売業、小売業,Ｊ金融業、保険業,Ｋ不動産業、物品賃貸業,Ｌ学術研究、専門・技術サービス業,Ｍ宿泊業、飲食サービス業,Ｎ生活関連サービス業、娯楽業,Ｏ教育、学習支援業,Ｐ医療、福祉,Ｑ複合サービス事業,Ｒサービス業（他に分類されないもの）,Ｓ公務（他に分類されるものを除く）,１～４人,５～９人,１０～１９人,２０～２９人,３０人以上,出向・派遣従業者のみ,総数（Ａ～Ｓ全産業）,男（Ａ～Ｓ全産業）,女（Ａ～Ｓ全産業）,Ａ～Ｒ全産業（Ｓ公務を除く）,男Ａ～Ｒ全産業（Ｓ公務を除く）,女Ａ～Ｒ全産業（Ｓ公務を除く）,Ａ～Ｂ農林漁業,Ｃ～Ｓ非農林漁業,Ｃ～Ｒ非農林漁業（Ｓ公務を除く）,Ｃ鉱業、採石業、砂利採取業,Ｄ建設業,Ｅ製造業,Ｆ電気・ガス・熱供給・水道業,Ｇ情報通信業,Ｈ運輸業、郵便業,Ｉ卸売業、小売業,Ｊ金融業、保険業,Ｋ不動産業、物品賃貸業,Ｌ学術研究、専門・技術サービス業,Ｍ宿泊業、飲食サービス業,Ｎ生活関連サービス業、娯楽業,Ｏ教育、学習支援業,Ｐ医療、福祉,Ｑ複合サービス事業,Ｒサービス業（他に分類されないもの）,Ｓ公務（他に分類されるものを除く）,１～４人,５～９人,１０～１９人,２０～２９人,３０人以上,民営事業所数,うち個人,うち法人,うち会社,会社以外の法人,民営従業者数,うち個人,うち法人,うち会社,会社以外の法人
2659,261060000000326.0,京都市下京区,29100029100.0,長刀切町,3,3,-,3,3,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,-,-,-,1,1,-,1,-,51,24,27,51,24,27,-,51,51,-,-,-,-,-,-,46,-,-,-,-,5,-,-,-,-,-,-,5,15,-,31,3,1,2,2,-,51,31,20,20,-
2660,261060000000327.0,京都市下京区,29200029200.0,長刀鉾町,154,154,-,154,154,-,7,-,-,7,1,24,28,23,17,11,8,4,4,-,20,-,46,30,27,21,28,2,5315,2280,3029,5315,2280,3029,-,5315,5315,-,77,-,-,122,1,901,1096,178,522,229,32,57,19,-,2081,-,112,197,378,522,4106,154,4,148,138,10,5315,11,5295,4905,390
2661,261060000000328.0,京都市下京区,29300029300.0,鍋屋町,6,6,-,6,6,-,-,-,-,-,-,4,-,1,-,-,-,1,-,-,-,-,1,4,1,-,-,-,47,21,26,47,21,26,-,47,47,-,-,-,-,-,-,30,-,9,-,-,-,8,-,-,-,-,2,31,14,-,-,5,1,4,4,-,39,2,37,37,-
2662,261060000000329.0,京都市下京区,29400029400.0,納屋町,6,6,-,6,6,-,-,-,-,-,-,-,-,1,1,3,1,-,-,-,-,-,3,1,1,-,-,1,21,9,12,21,9,12,-,21,21,-,-,-,-,-,-,-,-,1,1,18,1,-,-,-,-,-,3,7,11,-,-,6,3,3,3,-,21,3,18,18,-
2663,261060000000330.0,京都市下京区,29500029500.0,奈良物町,33,33,-,33,33,-,-,-,-,-,-,14,5,-,-,6,4,3,-,-,1,-,7,9,5,7,5,-,704,213,490,704,213,490,-,704,704,-,-,-,-,-,-,158,101,-,-,138,78,14,-,-,215,-,20,72,64,173,375,33,-,33,32,1,704,-,704,671,33
2664,261060000000331.0,京都市下京区,29600029600.0,難波町,18,18,-,18,18,-,-,-,-,-,-,6,-,2,-,4,1,3,1,-,1,-,13,2,1,1,1,-,124,66,58,124,66,58,-,124,124,-,-,-,-,-,-,53,-,6,-,53,1,6,2,-,3,-,26,17,16,26,39,18,10,8,8,-,124,27,97,97,-
2665,261060000000332.0,京都市下京区,29700029700.0,匂天神町,5,5,-,5,5,-,-,-,-,-,-,3,-,-,-,2,-,-,-,-,-,-,1,1,-,2,1,-,100,33,67,100,33,67,-,100,100,-,-,-,-,-,-,58,-,-,-,42,-,-,-,-,-,-,3,6,-,42,49,5,1,4,4,-,100,3,97,97,-
2666,261060000000333.0,京都市下京区,29800029800.0,西油小路町,3,3,-,3,3,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,1,-,1,1,-,104,61,43,104,61,43,-,104,104,-,-,-,-,-,-,-,-,-,-,-,5,99,-,-,-,-,-,5,-,29,70,3,-,3,1,2,104,-,104,5,99
2667,261060000000334.0,京都市下京区,29900029900.0,西魚屋町,1,1,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,2,2,-,2,-,2,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2,-,-,-,-,1,-,1,1,-,2,-,2,2,-
2668,261060000000335.0,京都市下京区,30000030000.0,西錺屋町,19,19,-,19,19,-,1,1,-,-,-,11,1,2,1,1,-,-,-,-,1,-,7,5,2,1,4,-,360,274,86,360,274,86,-,360,360,-,3,9,-,-,-,140,21,4,96,2,-,-,-,-,85,-,13,32,32,21,262,19,7,12,12,-,360,33,327,327,-
2669,261060000000336.0,京都市下京区,30100030100.0,西側町,5,5,-,5,5,-,-,1,-,-,-,2,-,-,-,2,-,-,-,-,-,-,5,-,-,-,-,-,10,5,5,10,5,5,-,10,10,-,-,2,-,-,-,3,-,-,-,5,-,-,-,-,-,-,10,-,-,-,-,5,4,1,1,-,10,9,1,1,-
2670,261060000000337.0,京都市下京区,30200030200.0,西境町,21,21,-,21,21,-,-,1,-,-,-,9,1,2,1,3,1,1,2,-,-,-,12,5,3,-,1,-,140,88,52,140,88,52,-,140,140,-,-,2,-,-,-,75,8,10,4,22,2,10,7,-,-,-,25,29,46,-,40,21,10,11,10,1,140,21,119,115,4
2671,261060000000338.0,京都市下京区,30300030300.0,西七条赤社町,40,40,-,40,40,-,9,2,-,-,1,4,-,3,1,11,4,1,2,-,2,-,22,6,5,-,1,6,200,140,60,200,140,60,-,200,200,-,81,42,-,-,18,6,-,5,1,29,7,3,2,-,6,-,49,43,76,-,32,40,11,29,28,1,200,31,169,167,2
2672,261060000000339.0,京都市下京区,30400030400.0,西七条石井町,18,18,-,18,18,-,1,3,-,-,-,4,-,1,-,2,1,2,-,-,4,-,10,3,1,2,2,-,184,112,72,184,112,72,-,184,184,-,3,34,-,-,-,54,-,2,-,6,1,57,-,-,27,-,22,21,16,45,80,17,5,11,7,4,149,15,118,89,29
2673,261060000000340.0,京都市下京区,30500030500.0,西七条市部町,33,33,-,33,33,-,2,1,-,-,1,7,-,1,1,7,5,1,3,-,4,-,24,5,2,1,1,-,166,104,62,166,104,62,-,166,166,-,9,36,-,-,18,24,-,1,1,24,12,1,23,-,17,-,46,35,28,21,36,33,22,11,9,2,166,70,96,93,3
2674,261060000000341.0,京都市下京区,30600030600.0,西七条御前田町,15,15,-,15,15,-,-,5,-,-,-,6,-,2,1,1,-,-,-,-,-,-,9,1,5,-,-,-,92,53,39,92,53,39,-,92,92,-,-,36,-,-,-,37,-,5,12,2,-,-,-,-,-,-,20,5,67,-,-,15,5,10,9,1,92,9,83,71,12
2675,261060000000342.0,京都市下京区,30700030700.0,西七条掛越町,22,22,-,22,22,-,-,3,-,-,-,6,1,1,-,4,-,-,1,-,6,-,16,2,3,1,-,-,118,76,42,118,76,42,-,118,118,-,-,38,-,-,-,40,2,3,-,12,-,-,1,-,22,-,37,15,39,27,-,22,5,16,9,7,118,12,105,81,24
2676,261060000000343.0,京都市下京区,30800030800.0,西七条北衣田町,29,29,-,29,29,-,2,3,-,-,-,8,2,1,-,4,7,-,1,-,1,-,18,6,2,-,3,-,333,115,218,333,115,218,-,333,333,-,7,6,-,-,-,247,22,2,-,13,24,-,9,-,3,-,38,42,34,-,219,29,10,19,18,1,333,24,309,306,3
2677,261060000000344.0,京都市下京区,30900030900.0,西七条北月読町,22,22,-,22,22,-,3,4,-,-,-,8,-,-,-,4,-,-,1,1,1,-,12,7,3,-,-,-,107,74,32,107,74,32,-,107,107,-,17,21,-,-,-,43,-,-,-,5,-,-,8,6,7,-,23,44,40,-,-,22,10,12,12,-,107,21,86,86,-
2678,261060000000345.0,京都市下京区,31000031000.0,西七条北西野町,15,15,-,15,15,-,-,-,-,1,-,7,-,-,-,2,-,-,2,-,3,-,8,4,2,-,1,-,117,72,45,117,72,45,-,117,117,-,-,-,-,12,-,77,-,-,-,10,-,-,8,-,10,-,21,29,28,-,39,15,6,9,5,4,117,32,85,68,17
2679,261060000000346.0,京都市下京区,31100031100.0,西七条北東野町,38,38,-,38,38,-,2,1,-,-,-,19,-,1,-,5,4,-,4,1,1,-,27,7,3,-,1,-,179,91,88,179,91,88,-,179,179,-,10,4,-,-,-,73,-,32,-,22,7,-,25,4,2,-,69,41,37,-,32,38,21,17,15,2,179,62,117,111,6
2680,261060000000347.0,京都市下京区,31200031200.0,西七条御領町,22,22,-,22,22,-,4,4,-,-,-,5,-,1,1,2,3,1,1,-,-,-,15,2,4,-,1,-,126,81,45,126,81,45,-,126,126,-,23,16,-,-,-,31,-,4,1,13,4,33,1,-,-,-,33,14,46,-,33,21,10,11,10,1,93,27,66,64,2
2681,261060000000348.0,京都市下京区,31300031300.0,西七条中野町,19,19,-,19,19,-,-,1,-,-,-,7,-,1,2,3,2,-,3,-,-,-,16,2,1,-,-,-,69,33,36,69,33,36,-,69,69,-,-,4,-,-,-,23,-,10,6,10,4,-,12,-,-,-,44,15,10,-,-,19,15,4,4,-,69,43,26,26,-
2682,261060000000349.0,京都市下京区,31400031400.0,西七条名倉町,14,14,-,14,14,-,2,4,-,-,-,4,-,-,2,1,-,-,1,-,-,-,9,-,2,1,2,-,206,112,94,206,112,94,-,206,206,-,5,138,-,-,-,57,-,-,4,1,-,-,1,-,-,-,18,-,26,26,136,14,6,8,7,1,206,18,188,185,3
2683,261060000000350.0,京都市下京区,31500031500.0,西七条西石ケ坪町,16,15,-,16,15,-,-,4,-,-,-,2,-,1,-,1,2,2,1,-,2,1,8,2,4,-,2,-,160,91,69,153,84,69,-,160,153,-,-,73,-,-,-,21,-,1,-,4,3,33,10,-,8,7,18,13,58,-,71,14,5,9,7,2,122,11,111,103,8
2684,261060000000351.0,京都市下京区,31600031600.0,西七条西久保町,5,5,-,5,5,-,1,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,13,7,6,13,7,6,-,13,13,-,2,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,5,3,2,2,-,13,7,6,6,-
2685,261060000000352.0,京都市下京区,31700031700.0,西七条西八反田町,29,29,-,29,29,-,3,9,-,-,2,9,-,-,-,1,2,1,-,-,2,-,15,8,3,1,2,-,275,176,99,275,176,99,-,275,275,-,13,67,-,-,23,160,-,-,-,2,4,2,-,-,4,-,38,54,46,26,111,29,10,19,18,1,275,24,251,244,7
2686,261060000000353.0,京都市下京区,31800031800.0,西七条東石ケ坪町,25,25,-,25,25,-,3,5,-,-,-,5,-,2,2,3,1,1,1,-,2,-,17,8,-,-,-,-,94,58,36,94,58,36,-,94,94,-,19,19,-,-,-,18,-,4,6,12,3,1,4,-,8,-,42,52,-,-,-,25,12,13,13,-,94,29,65,65,-
2687,261060000000354.0,京都市下京区,31900031900.0,西七条東御前田町,25,25,-,25,25,-,-,5,-,1,-,4,1,5,2,1,2,-,2,-,2,-,8,8,8,-,1,-,241,150,91,241,150,91,-,241,241,-,-,49,-,2,-,41,2,90,9,3,9,-,26,-,10,-,19,52,101,-,69,25,4,21,21,-,241,14,227,227,-
2688,261060000000355.0,京都市下京区,32000032000.0,西七条東久保町,6,6,-,6,6,-,-,4,-,-,-,2,-,-,-,-,-,-,-,-,-,-,4,2,-,-,-,-,23,14,9,23,14,9,-,23,23,-,-,12,-,-,-,11,-,-,-,-,-,-,-,-,-,-,9,14,-,-,-,6,2,4,4,-,23,7,16,16,-
2689,261060000000356.0,京都市下京区,32100032100.0,西七条東八反田町,16,16,-,16,16,-,-,1,-,-,1,9,-,2,-,-,1,-,1,-,1,-,7,4,3,1,1,-,149,106,43,149,106,43,-,149,149,-,-,4,-,-,6,116,-,10,-,-,3,-,8,-,2,-,16,28,51,23,31,16,3,13,13,-,149,34,115,115,-
2690,261060000000357.0,京都市下京区,32200032200.0,西七条比輪田町,28,28,-,28,28,-,1,3,-,1,-,11,1,-,1,4,2,-,1,-,3,-,15,8,2,1,2,-,212,123,89,212,123,89,-,212,212,-,8,60,-,2,-,91,10,-,6,13,6,-,8,-,8,-,28,57,22,23,82,28,6,21,20,1,212,24,187,186,1
2691,261060000000358.0,京都市下京区,32300032300.0,西七条南衣田町,36,36,-,36,36,-,2,-,-,-,-,12,2,4,-,7,2,-,7,-,-,-,20,5,4,3,4,-,925,350,575,925,350,575,-,925,925,-,3,-,-,-,-,85,29,19,-,139,5,-,645,-,-,-,50,29,64,72,710,36,14,22,16,6,925,39,886,221,665
2692,261060000000359.0,京都市下京区,32400032400.0,西七条南月読町,36,36,-,36,36,-,2,4,-,-,-,13,-,4,-,6,4,1,1,-,1,-,29,3,3,1,-,-,144,83,61,144,83,61,-,144,144,-,13,20,-,-,-,61,-,8,-,20,9,4,8,-,1,-,59,19,40,26,-,36,26,10,9,1,144,77,67,66,1
2693,261060000000360.0,京都市下京区,32500032500.0,西七条南中野町,14,14,-,14,14,-,-,-,-,-,-,6,-,1,-,2,-,-,3,-,2,-,6,5,-,-,3,-,1084,347,737,1084,347,737,-,1084,1084,-,-,-,-,-,-,93,-,4,-,7,-,-,972,-,8,-,19,34,-,-,1031,14,1,13,8,5,1084,5,1079,99,980
2694,261060000000361.0,京都市下京区,32600032600.0,西七条南西野町,18,18,-,18,18,-,1,1,-,-,-,9,-,2,-,2,-,-,2,-,1,-,12,5,1,-,-,-,71,32,39,71,32,39,-,71,71,-,10,1,-,-,-,32,-,5,-,7,-,-,15,-,1,-,27,34,10,-,-,18,8,10,7,3,71,19,52,36,16
2695,261060000000362.0,京都市下京区,32700032700.0,西七条南東野町,34,34,-,34,34,-,1,3,-,-,-,19,-,-,-,-,5,1,4,-,1,-,19,10,2,2,1,-,233,95,138,233,95,138,-,233,233,-,4,13,-,-,-,171,-,-,-,-,13,6,21,-,5,-,44,64,24,56,45,34,17,17,14,3,233,66,167,156,11
2696,261060000000363.0,京都市下京区,32800032800.0,西七条八幡町,17,17,-,17,17,-,-,3,-,-,-,2,-,2,1,3,-,-,6,-,-,-,11,-,-,4,2,-,268,81,187,268,81,187,-,268,268,-,-,53,-,-,-,22,-,2,3,7,-,-,181,-,-,-,25,-,-,90,153,17,5,12,7,5,268,11,257,77,180
2697,261060000000364.0,京都市下京区,32900032900.0,西酢屋町,16,16,-,16,16,-,3,2,-,-,-,4,-,1,-,3,1,1,-,-,1,-,12,3,-,1,-,-,64,30,34,64,30,34,-,64,64,-,10,12,-,-,-,13,-,1,-,25,1,1,-,-,1,-,25,17,-,22,-,16,10,6,5,1,64,21,43,21,22
2698,261060000000365.0,京都市下京区,33000033000.0,西高辻町,6,6,-,6,6,-,-,2,-,-,-,2,-,-,-,-,-,-,2,-,-,-,4,2,-,-,-,-,22,9,13,22,9,13,-,22,22,-,-,3,-,-,-,11,-,-,-,-,-,-,8,-,-,-,8,14,-,-,-,6,3,3,2,1,22,5,17,11,6
2699,261060000000366.0,京都市下京区,33100033100.0,西玉水町,6,6,-,6,6,-,-,-,-,-,-,-,-,-,-,3,1,-,2,-,-,-,3,-,2,1,-,-,62,26,36,62,26,36,-,62,62,-,-,-,-,-,-,-,-,-,-,17,25,-,20,-,-,-,6,-,31,25,-,6,4,2,2,-,62,35,27,27,-
2700,261060000000367.0,京都市下京区,33200033200.0,西田町,5,5,-,5,5,-,-,3,-,-,-,-,-,-,-,-,-,-,1,-,1,-,4,1,-,-,-,-,14,8,6,14,8,6,-,14,14,-,-,9,-,-,-,-,-,-,-,-,-,-,4,-,1,-,8,6,-,-,-,5,2,3,1,2,14,6,8,1,7
2701,261060000000368.0,京都市下京区,33300033300.0,西綾小路西半町,8,8,-,8,8,-,-,-,-,-,-,6,-,-,-,1,-,1,-,-,-,-,8,-,-,-,-,-,19,14,5,19,14,5,-,19,19,-,-,-,-,-,-,14,-,-,-,3,-,2,-,-,-,-,19,-,-,-,-,8,5,3,3,-,19,10,9,9,-
2702,261060000000369.0,京都市下京区,33400033400.0,西綾小路東半町,3,3,-,3,3,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-,20,13,7,20,13,7,-,20,20,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,5,-,15,-,-,3,-,3,3,-,20,-,20,20,-
2703,261060000000370.0,京都市下京区,33500033500.0,西之町,10,10,-,10,10,-,-,-,-,-,-,2,-,-,-,5,1,-,-,-,2,-,10,-,-,-,-,-,20,7,13,20,7,13,-,20,20,-,-,-,-,-,-,4,-,-,-,10,1,-,-,-,5,-,20,-,-,-,-,10,8,2,-,2,20,15,5,-,5
2704,261060000000371.0,京都市下京区,33600033600.0,西洞院町,7,7,-,7,7,-,-,-,-,-,-,2,-,-,-,2,2,-,-,-,1,-,5,1,-,-,1,-,62,29,33,62,29,33,-,62,62,-,-,-,-,-,-,8,-,-,-,49,2,-,-,-,3,-,8,7,-,-,47,7,3,4,3,1,62,4,58,55,3
2705,261060000000372.0,京都市下京区,33700033700.0,西橋詰町,46,46,-,46,46,-,-,1,-,4,-,13,-,3,8,5,3,3,6,-,-,-,25,13,4,3,1,-,299,168,131,299,168,131,-,299,299,-,-,2,-,12,-,144,-,13,28,18,5,27,50,-,-,-,55,83,57,69,35,46,23,23,23,-,299,75,224,224,-
2706,261060000000373.0,京都市下京区,33800033800.0,西前町,7,7,-,7,7,-,-,-,-,-,-,-,-,-,1,3,-,1,-,-,2,-,4,1,-,1,1,-,85,27,58,85,27,58,-,85,85,-,-,-,-,-,-,-,-,-,22,11,-,49,-,-,3,-,9,5,-,22,49,7,3,4,2,2,85,11,74,71,3
2707,261060000000374.0,京都市下京区,33900033900.0,西松屋町,7,7,-,7,7,-,-,3,-,-,-,1,-,-,-,2,1,-,-,-,-,-,5,1,1,-,-,-,32,12,20,32,12,20,-,32,32,-,-,16,-,-,-,2,-,-,-,11,3,-,-,-,-,-,13,9,10,-,-,7,2,5,5,-,32,5,27,27,-
2708,261060000000375.0,京都市下京区,34000034000.0,西門前町,9,9,-,9,9,-,-,1,-,-,-,4,-,1,-,-,1,-,2,-,-,-,4,3,1,-,1,-,98,66,32,98,66,32,-,98,98,-,-,6,-,-,-,30,-,1,-,-,49,-,12,-,-,-,12,22,15,-,49,9,3,6,6,-,98,16,82,82,-
2709,261060000000376.0,京都市下京区,34100034100.0,西八百屋町,18,18,-,18,18,-,-,-,-,1,-,6,-,2,3,4,-,-,-,1,1,-,8,5,2,1,2,-,167,104,63,167,104,63,-,167,167,-,-,-,-,11,-,28,-,5,42,34,-,-,-,5,42,-,17,27,23,25,75,18,3,15,15,-,167,9,158,158,-
2710,261060000000377.0,京都市下京区,34200034200.0,西若松町,10,10,-,10,10,-,-,2,-,-,-,3,-,1,-,-,1,1,-,-,2,-,7,2,1,-,-,-,46,27,19,46,27,19,-,46,46,-,-,7,-,-,-,26,-,2,-,-,3,1,-,-,7,-,17,11,18,-,-,10,4,6,5,1,46,8,38,34,4
2711,261060000000378.0,京都市下京区,34300034300.0,廿人講町,10,10,-,10,10,-,-,1,-,-,-,5,-,1,-,1,1,-,-,1,-,-,4,1,2,2,1,-,122,58,64,122,58,64,-,122,122,-,-,37,-,-,-,65,-,14,-,1,1,-,-,4,-,-,9,8,27,41,37,10,2,8,8,-,122,2,120,120,-
2712,261060000000379.0,京都市下京区,34400034400.0,二帖半敷町,67,66,-,67,66,-,-,1,-,4,2,11,-,2,10,15,4,2,9,-,6,1,20,23,14,3,7,-,850,394,456,844,391,453,-,850,844,-,-,16,-,27,22,196,-,21,50,299,88,18,86,-,21,6,50,163,198,74,365,65,8,55,49,6,830,49,779,744,35
2713,261060000000380.0,京都市下京区,34500034500.0,二人司町,21,21,-,21,21,-,-,-,-,-,-,11,-,1,-,4,4,-,-,-,1,-,19,2,-,-,-,-,49,21,28,49,21,28,-,49,49,-,-,-,-,-,-,26,-,1,-,12,6,-,-,-,4,-,37,12,-,-,-,21,20,1,1,-,49,45,4,4,-
2714,261060000000381.0,京都市下京区,34600034600.0,鶏鉾町,42,42,-,42,42,-,-,1,-,1,-,6,2,7,5,5,5,4,3,-,3,-,22,9,4,2,5,-,739,342,397,739,342,397,-,739,739,-,-,11,-,5,-,378,8,32,10,43,14,132,33,-,73,-,53,57,53,44,532,42,8,34,27,7,739,31,708,563,145
2715,261060000000382.0,京都市下京区,34700034701.0,塗師屋町,13,13,-,13,13,-,-,4,-,-,-,3,-,2,-,1,2,-,1,-,-,-,12,-,1,-,-,-,44,16,28,44,16,28,-,44,44,-,-,6,-,-,-,5,-,6,-,2,6,-,19,-,-,-,25,-,19,-,-,13,8,5,5,-,44,16,28,28,-
2716,261060000000383.0,京都市下京区,34700034702.0,塗師屋町,11,11,-,11,11,-,-,3,-,-,-,2,-,2,-,1,-,-,1,-,2,-,7,2,2,-,-,-,60,25,35,60,25,35,-,60,60,-,-,21,-,-,-,9,-,21,-,2,-,-,2,-,5,-,18,13,29,-,-,11,2,9,7,2,60,5,55,49,6
2717,261060000000384.0,京都市下京区,34800034800.0,布屋町,3,3,-,3,3,-,1,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,3,-,-,-,-,-,5,3,2,5,3,2,-,5,5,-,1,-,-,-,-,2,-,-,-,2,-,-,-,-,-,-,5,-,-,-,-,3,3,-,-,-,5,5,-,-,-
2718,261060000000385.0,京都市下京区,34900034900.0,白楽天町,33,33,-,33,33,-,1,2,-,-,1,16,-,3,3,2,2,-,3,-,-,-,16,8,4,2,3,-,484,162,322,484,162,322,-,484,484,-,2,19,-,-,12,387,-,14,16,13,9,-,12,-,-,-,39,55,53,42,295,33,8,25,24,1,484,45,439,431,8
2719,261060000000386.0,京都市下京区,35000035000.0,橋橘町,3,3,-,3,3,-,-,-,-,-,-,2,-,-,-,-,-,-,1,-,-,-,-,1,-,1,1,-,110,40,70,110,40,70,-,110,110,-,-,-,-,-,-,27,-,-,-,-,-,-,83,-,-,-,-,7,-,20,83,3,1,2,1,1,110,20,90,7,83
2720,261060000000387.0,京都市下京区,35100035100.0,橋詰町,8,8,-,8,8,-,-,2,-,-,-,4,-,-,-,-,1,-,-,-,1,-,4,3,1,-,-,-,39,23,16,39,23,16,-,39,39,-,-,11,-,-,-,15,-,-,-,-,1,-,-,-,12,-,8,19,12,-,-,8,2,6,6,-,39,4,35,35,-
2721,261060000000388.0,京都市下京区,35200035200.0,波止土濃町,3,3,-,3,3,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2,-,1,-,-,-,16,6,10,16,6,10,-,16,16,-,-,10,-,-,-,-,-,6,-,-,-,-,-,-,-,-,6,-,10,-,-,3,2,1,1,-,16,6,10,10,-
2722,261060000000389.0,京都市下京区,35300035300.0,橋本町,13,13,-,13,13,-,-,-,-,-,-,4,-,1,-,7,-,-,1,-,-,-,3,1,5,2,2,-,225,88,137,225,88,137,-,225,225,-,-,-,-,-,-,38,-,6,-,155,-,-,26,-,-,-,10,6,59,54,96,13,1,12,12,-,225,10,215,215,-
2723,261060000000390.0,京都市下京区,35400035400.0,八王子町,6,6,-,6,6,-,-,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,1,1,1,-,-,47,35,12,47,35,12,-,47,47,-,-,16,-,-,-,31,-,-,-,-,-,-,-,-,-,-,8,7,12,20,-,6,-,6,6,-,47,-,47,47,-
2724,261060000000391.0,京都市下京区,35500035500.0,八軒町,5,5,-,5,5,-,-,-,-,-,-,2,-,-,-,2,1,-,-,-,-,-,4,1,-,-,-,-,18,9,9,18,9,9,-,18,18,-,-,-,-,-,-,11,-,-,-,5,2,-,-,-,-,-,11,7,-,-,-,5,4,1,1,-,18,11,7,7,-
2725,261060000000392.0,京都市下京区,35600035600.0,八文字町,18,18,-,18,18,-,-,3,-,1,-,4,-,2,-,3,2,1,2,-,-,-,11,4,2,1,-,-,98,54,44,98,54,44,-,98,98,-,-,35,-,1,-,16,-,12,-,24,2,1,7,-,-,-,24,25,28,21,-,18,8,10,10,-,98,26,72,72,-
2726,261060000000393.0,京都市下京区,35700035700.0,花園町,3,3,-,3,3,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,2,-,-,1,-,-,36,31,5,36,31,5,-,36,36,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,32,-,8,-,-,28,-,3,1,2,-,2,36,4,32,-,32
2727,261060000000394.0,京都市下京区,35800035800.0,花畑町,20,20,-,20,20,-,1,1,-,-,-,9,1,4,1,1,1,-,1,-,-,-,13,5,1,1,-,-,90,60,30,90,60,30,-,90,90,-,5,6,-,-,-,54,6,11,2,2,2,-,2,-,-,-,21,30,13,26,-,20,7,13,13,-,90,11,79,79,-
2728,261060000000395.0,京都市下京区,35900035901.0,花屋町,2,2,-,2,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,6,1,5,6,1,5,-,6,6,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,2,2,-,-,-,6,6,-,-,-
2729,261060000000396.0,京都市下京区,35900035902.0,花屋町,3,3,-,3,3,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,1,1,1,-,-,-,26,10,16,26,10,16,-,26,26,-,-,-,-,-,-,-,-,8,-,18,-,-,-,-,-,-,2,8,16,-,-,3,1,2,2,-,26,2,24,24,-
2730,261060000000397.0,京都市下京区,36000036000.0,早尾町,3,3,-,3,3,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,2,1,-,-,-,-,10,3,7,10,3,7,-,10,10,-,-,-,-,-,-,-,-,1,-,9,-,-,-,-,-,-,5,5,-,-,-,3,2,1,1,-,10,6,4,4,-
2731,261060000000398.0,京都市下京区,36100036100.0,繁昌町,21,21,-,21,21,-,-,1,-,3,-,9,2,1,2,-,-,1,-,-,2,-,8,8,1,1,3,-,238,177,61,238,177,61,-,238,238,-,-,2,-,50,-,119,12,37,5,-,-,8,-,-,5,-,22,56,11,26,123,21,2,19,17,2,238,15,223,219,4
2732,261060000000399.0,京都市下京区,36200036200.0,坂東屋町,9,9,-,9,9,-,1,1,-,-,1,3,-,1,1,-,-,-,1,-,-,-,4,4,-,-,1,-,139,104,35,139,104,35,-,139,139,-,4,9,-,-,6,8,-,3,103,-,-,-,6,-,-,-,9,27,-,-,103,9,2,7,7,-,139,15,124,124,-
2733,261060000000400.0,京都市下京区,36300036300.0,東油小路町,16,15,-,16,15,-,4,-,-,-,1,4,-,1,-,3,-,1,-,-,1,1,5,2,1,2,6,-,780,584,196,603,498,105,-,780,603,-,219,-,-,-,260,19,-,20,-,7,-,42,-,-,36,177,13,13,17,40,697,15,3,12,11,1,603,6,597,555,42
2734,261060000000401.0,京都市下京区,36400036400.0,東魚屋町,2,2,-,2,2,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,2,-,-,-,-,-,4,2,2,4,2,2,-,4,4,-,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,-,4,-,-,-,-,2,2,-,-,-,4,4,-,-,-
